Meaning,,,,,,,,,,,,,,,Người học đánh giá kiến thức học được là mới,"Người học có cách nhìn nhận sự việc tích cực, hoặc tích cực làm việc (loại trừ ""tích cực hóa tư duy"" - nói về các công cụ)",,,,,,,,"Người học đánh giá kiến thức học được là có ích, muốn làm gì đó có ích (loại trừ ""liên tục tác động có ích"" - nói về một thủ thuật)","thủ thuật sáng tạo, thống kê ở đây để loại trừ đối với từ khóa ""có ích""",,Người học sẽ nghiên cứu thêm về PPLST,Người học sẽ xây dựng một thế giới quan mới nhờ PPLST,Người học sẽ xem xét các vấn đề với góc nhìn của PPLST,Người học sẽ dạy lại / hướng dẫn lại người khác về PPLST
data_individual/data_giaoduc/gd0037.txt,"168
",0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0
data_individual/data_giaoduc/gd0033.txt,"168
",0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
data_individual/data_giaoduc/gd0014.txt,"145
",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0
data_individual/data_giaoduc/gd0019.txt,"145
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
data_individual/data_giaoduc/gd0064.txt,"457
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
data_individual/data_giaoduc/gd0028.txt,"145
",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0041.txt,"168
",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0048.txt,"168
",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0043.txt,"168
",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0046.txt,"168
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
data_individual/data_giaoduc/gd0018.txt,"145
",0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0024.txt,"145
",0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0023.txt,"145
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
data_individual/data_giaoduc/gd0054.txt,"223
",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1
data_individual/data_giaoduc/gd0038.txt,"168
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0060.txt,"410
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0032.txt,"150
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0002.txt,"13
",0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0063.txt,"457
",0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
data_individual/data_giaoduc/gd0049.txt,"168
",0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
data_individual/data_giaoduc/gd0022.txt,"145
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0065.txt,"464
",0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
data_individual/data_giaoduc/gd0042.txt,"168
",0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
data_individual/data_giaoduc/gd0017.txt,"145
",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0040.txt,"168
",0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0006.txt,"83
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0062.txt,"457
",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0055.txt,"269
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
data_individual/data_giaoduc/gd0029.txt,"145
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0057.txt,"371
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0000.txt,"VII.3.7. THU HOẠCH CỦA CÁC THẦY, CÔ GIÁO, CÁC CÁN BỘ QUẢN LÝ
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0058.txt,"390
",0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
data_individual/data_giaoduc/gd0068.txt,"464
",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0047.txt,"168
",0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
data_individual/data_giaoduc/gd0010.txt,"145
",0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
data_individual/data_giaoduc/gd0034.txt,"168
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0031.txt,"145
",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0008.txt,"145
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0053.txt,"210
",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0012.txt,"145
",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
data_individual/data_giaoduc/gd0020.txt,"145
",0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
data_individual/data_giaoduc/gd0026.txt,"145
",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0056.txt,"335
",0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
data_individual/data_giaoduc/gd0027.txt,"145
",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
data_individual/data_giaoduc/gd0003.txt,"20
",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
data_individual/data_giaoduc/gd0039.txt,"168
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
data_individual/data_giaoduc/gd0061.txt,"457
",0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
data_individual/data_giaoduc/gd0009.txt,"145
",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0045.txt,"168
",0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_giaoduc/gd0059.txt,"400
",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_giaoduc/gd0069.txt,"464
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
data_individual/data_giaoduc/gd0066.txt,"464
",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_individual/data_giaoduc/gd0016.txt,"145
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0067.txt,"464
",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
data_individual/data_giaoduc/gd0051.txt,"187
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
data_individual/data_giaoduc/gd0050.txt,"168
",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
data_individual/data_giaoduc/gd0015.txt,"145
",0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
data_individual/data_giaoduc/gd0005.txt,"49
",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0021.txt,"145
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0030.txt,"145
",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
data_individual/data_giaoduc/gd0036.txt,"168
",0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0001.txt,"12
",0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
data_individual/data_giaoduc/gd0025.txt,"145
",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
data_individual/data_giaoduc/gd0007.txt,"145
",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0035.txt,"168
",0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
data_individual/data_giaoduc/gd0052.txt,"199
",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_giaoduc/gd0013.txt,"145
",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
data_individual/data_giaoduc/gd0044.txt,"168
",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
data_individual/data_giaoduc/gd0070.txt,"464
",0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data_individual/data_giaoduc/gd0011.txt,"145
",0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_giaoduc/gd0004.txt,"45
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
data_individual/data_nhanuoc/nn0010.txt,"126
",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
data_individual/data_nhanuoc/nn0021.txt,"209
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0000.txt,"VII.3.5. THU HOẠCH CỦA CÁC NHÂN VIÊN, CÁN BỘ QUẢN LÝ LÀM VIỆC
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0006.txt,"126
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
data_individual/data_nhanuoc/nn0020.txt,"156
",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
data_individual/data_nhanuoc/nn0009.txt,"126
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_nhanuoc/nn0007.txt,"126
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0012.txt,"126
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_nhanuoc/nn0022.txt,"244
",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
data_individual/data_nhanuoc/nn0011.txt,"126
",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0019.txt,"162
",0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
data_individual/data_nhanuoc/nn0023.txt,"296
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
data_individual/data_nhanuoc/nn0003.txt,"60
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0001.txt,"37
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
data_individual/data_nhanuoc/nn0004.txt,"95
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
data_individual/data_nhanuoc/nn0005.txt,"126
",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
data_individual/data_nhanuoc/nn0014.txt,"162
",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data_individual/data_nhanuoc/nn0017.txt,"162
",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
data_individual/data_nhanuoc/nn0013.txt,"126
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
data_individual/data_nhanuoc/nn0002.txt,"37
",0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
data_individual/data_nhanuoc/nn0018.txt,"162
",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
data_individual/data_nhanuoc/nn0016.txt,"162
",0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0
data_individual/data_nhanuoc/nn0008.txt,"126
",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data_individual/data_nhanuoc/nn0015.txt,"162
",0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
data_individual/data_lydo/ld0019.txt,"79
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
data_individual/data_lydo/ld0048.txt,"333
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
data_individual/data_lydo/ld0015.txt,"68
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_lydo/ld0005.txt,"326
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
data_individual/data_lydo/ld0023.txt,"101
",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_lydo/ld0051.txt,"363
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_lydo/ld0045.txt,"317
",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
