26,"Adiabatic Heating","http://en.wikipedia.org/wiki/Adiabatic_process#Adiabatic_heating_and_cooling","Adiabatic heating occurs when the pressure of a gas is increased from work done on it by its surroundings, e.g. a piston. Diesel engines rely on adiabatic heating during their compression stroke to elevate the temperature sufficiently to ignite the fuel."
27,"Adsorption","http://en.wikipedia.org/wiki/Adsorption","A process that occurs when a gas or liquid solute accumulates on the surface of a solid or a liquid (adsorbent), forming a film of molecules or atoms (the adsorbate). Most industrial adsorbents fall into one of three classes: 1. Oxygen-containing compounds (e.g.silica gel and zeolites 2. Carbon-based compounds (e.g. activated carbon and graphite) 3. Polymer-based compounds"
28,"Adsorption Refrigerator","http://en.wikipedia.org/wiki/Absorption_refrigerator","A refrigerator that uses a heat source to provide the energy needed to drive the cooling system. Sometimes used where electricity is unreliable, costly, or unavailable, where noise from the compressor is problematic, or where surplus heat is available (e.g., from turbine exhausts or industrial processes, or from solar plants)."
29,"Advection","http://en.wikipedia.org/wiki/Advection","A transport mechanism of a substance, or a conserved property, by a fluid, due to the fluid's bulk motion in a particular direction. An example of advection is the transport of pollutants or silt in a river."
30,"Aeolipile","http://en.wikipedia.org/wiki/Aeolipile","A rocket-like jet engine consisting  of an air-tight chamber (usually a sphere or cylinder) rotating on a bearing of some kind, with bent or curved nozzles projecting from it (tipjets), through which steam is expelled perpendicular to the bearing axis. The resulting thrust due to the rocket principle causes a torque which makes the device spin (Newton's third law)."
31,"Aeration","http://en.wikipedia.org/wiki/Aeration","The process by which air is circulated through, mixed with or dissolved in a liquid or substance."
32,"Aerobic Digestion",,"A series of processes in which microorganisms break down biodegradable material in the presence of oxygen"
33,"Aerodynamic Heating","http://en.wikipedia.org/wiki/Aerodynamic_heating","The heating of a solid body produced by the passage of fluid (such as air) over a body such as a meteor, missile, or airplane. It is a form of forced convection in that the flow field is created by forces beyond those associated with the thermal processes."
34,"Aeroelastic Flutter","http://en.wikipedia.org/wiki/Aeroelasticity#Flutter","A self-feeding and potentially destructive vibration where aerodynamic forces on an object couple with a structure's natural mode of vibration to produce rapid periodic motion. Flutter can occur in any object within a strong fluid flow, under the conditions that a positive feedback occurs between the structure's natural vibration and the aerodynamic forces."
35,"Aerofoil","http://en.wikipedia.org/wiki/Aerofoil","The shape of a wing or blade (of a propeller, rotor or turbine) or sail as seen in cross-section. An aerofoil-shaped body moved through a fluid produces a force perpendicular to the motion called lift."
36,"Aerogels","http://en.wikipedia.org/wiki/Aerogel","A manufactured material with the lowest bulk density of any known porous solid. It is derived from a gel in which the liquid component of the gel has been replaced with a gas. The result is an extremely low-density solid, with a notable effectiveness as a thermal insulator."
37,"Aerophonics","http://www.nationmaster.com/encyclopedia/Aerophonic","The geration of sound using a column of air vibrating in a tube, typically in the case of a musical wind instrument."
38,"Aerosol","http://en.wikipedia.org/wiki/Aerosol","A suspension of fine solid particles or liquid droplets in a gas."
39,"Aggregated Diamond Nanorod","http://en.wikipedia.org/wiki/Aggregated_diamond_nanorods","(or ADNRs or hyperdiamond) A nanocrystalline form of diamond believed to be the hardest and least compressible known material, as measured by its isothermal bulk modulus"
40,"Air Entrainment","http://en.wikipedia.org/wiki/Air_entrainment","The intentional creation of tiny air bubbles in concrete (and, potentially, in other materials). The air bubbles are introduced during mixing of the plastic (flowable, not hardened) concrete, and most of them survive to be part of the hardened concrete. The primary purpose of air entrainment is to increase the durability of the hardened concrete, especially in climates subject to freeze-thaw; the secondary purpose is to increase workability of the concrete while in a plastic state."
41,"Air Lubrication","https://en.wikipedia.org/wiki/Mitsubishi_Air_Lubrication_System","A system that reduces a ship's aerodynamic drag by blowing air bubbles below the hull of the ship. This reduces frictional resistance between the hull and the seawater."
42,"Alternating Magnetic Field",,"Low frequency alternating magnetic fields can increase the hardness of some materials. They can also be used to induce eddy currents - which can give rise to a repulsive magnetic field."
43,"Ampère's Circuital Law","http://en.wikipedia.org/wiki/Amp%C3%A8re%27s_circuital_law","Ampère's circuital law relates the integrated magnetic field around a closed loop to the electric current passing through the loop."
44,"Ampère's Force Law","http://en.wikipedia.org/wiki/Amp%C3%A8re%27s_force_law","Ampere's Force Law decribes the force of attraction or repulsion between two current-carrying wires."
45,"Amphiphiles","http://en.wikipedia.org/wiki/Amphiphile","A chemical compound possessing both hydrophilic and hydrophobic properties. Common amphiphilic substances are soap and detergent."
46,"Anaerobic Digestion","http://en.wikipedia.org/wiki/Anaerobic_digestion","A series of processes in which microorganisms break down biodegradable material in the absence of oxygen. It is widely used to treat wastewater sludges and organic wastes because it provides volume and mass reduction of the input material."
47,"Anechoic Chamber","http://en.wikipedia.org/wiki/Anechoic_chamber","A room designed to stop reflections of either sound or electromagnetic waves. They are also insulated from exterior sources of noise. Used to simulate a quiet open-space of infinite dimension. Originally used in the context of acoustics (sound waves), their radiofrequency counterpart is also used, for example to test antennas, radars, or electromagnetic interference."
48,"Angle of Repose","http://en.wikipedia.org/wiki/Angle_of_repose","(or critical angle of repose) The minimum angle made by the inclined plane with the horizontal surface such that the body lying on the inclined plane is just at the verge of sliding down along the inclined plane. When bulk granular materials are poured onto a horizontal surface, a conical pile will form. The internal angle between the surface of the pile and the horizontal surface is known as the angle of repose and is related to the density, surface area and shapes of the particles, and the coefficient of friction of the material."
49,"Angular Momentum","http://en.wikipedia.org/wiki/Angular_momentum","Angular momentum is the rotational counterpart of momentum. A spinning flywheel has angular momentum."
50,"Angular Momentum Conservation","http://en.wikipedia.org/wiki/Angular_momentum#Conservation_of_angular_momentum","In a closed system angular momentum is constant. The conservation of angular momentum explains the angular acceleration of an ice skater as she brings her arms and legs close to the vertical axis of rotation. By bringing part of mass of her body closer to the axis she decreases her body's moment of inertia. Because angular momentum is constant the angular velocity (rotational speed) of the skater has to increase."
51,"Anisotropy","http://en.wikipedia.org/wiki/Anisotropy","The property of being directionally dependent. It can be defined as a difference in a physical property (absorbance, refractive index, density, etc.) for some material when measured along different axes. An example is the light coming through a polarising lens."
52,"Annealing","http://en.wikipedia.org/wiki/Annealing_(metallurgy)","(metallurgy and materials science) A heat treatment wherein a material is altered, causing changes in its properties such as strength and hardness. It is a process that produces conditions by heating and maintaining a suitable temperature, and then cooling. Annealing is used to induce ductility, relieve internal stresses, refine the structure and improve cold working properties."
53,"Anodising","http://en.wikipedia.org/wiki/Anodising","An electrolytic passivation process used to increase the thickness of the natural oxide layer on the surface of metal parts. Anodizing increases corrosion resistance and wear resistance, and provides better adhesion for paint primers and glues than bare metal. Anodic films can also be used for a number of cosmetic effects, either with thick porous coatings that can absorb dyes or with thin transparent coatings that add interference effects to reflected light."
54,"Antibubble","http://en.wikipedia.org/wiki/Antibubble","A droplet of liquid surrounded by a thin film of gas, as opposed to a gas bubble, which is a sphere of gas surrounded by a thin film of liquid. Antibubbles are formed when liquid drops or flows turbulently into the same or another liquid. They can either skim across the surface of a liquid such as water (e.g. water globules), or be completely submerged in the liquid to which they are directed."
55,"Antifoam","http://en.wikipedia.org/wiki/Antibubble","A collection of stabilised antibubbles (antibubble: a droplet of liquid surrounded by a thin film of gas, as opposed to a gas bubble, which is a sphere of gas surrounded by a thin film of liquid)."
56,"Antifuse","http://en.wikipedia.org/wiki/Antifuse","An electrical device that performs the opposite function to a fuse. Whereas a fuse starts with a low resistance and is designed to permanently break an electrically conductive path (typically when the current through the path exceeds a specified limit), an antifuse starts with a high resistance and is designed to permanently create an electrically conductive path (typically when the voltage across the antifuse exceeds a certain level)."
57,"Anti-Reflective Coating","http://en.wikipedia.org/wiki/Anti-reflective_coating","A type of optical coating applied to the surface of lenses and other optical devices to reduce reflection."
58,"Aquaplaning","http://en.wikipedia.org/wiki/Aquaplaning","A phenonomen that occurs when a layer of water builds between the wheels of the vehicle and the road surface, leading to a loss of traction that prevents the vehicle from responding to control inputs."
59,"Arc Evaporation","http://www.pvd-coatings.co.uk/theory-of-pvd-coatings-arc-evaporation.htm","A high current, low voltage electric arc on the surface of a cathode gives rise to a small highly energetic emitting area (a cathode spot) at which the high temperature results in a high velocity  jet of vapourised cathode material, leaving a crater. The cathode spot is only active for a short period of time, then it self-extinguishes and re-ignites in a new area close to the previous crater causing apparent motion of the arc."
60,"Arch","http://en.wikipedia.org/wiki/Arch","A curved structure that spans a space while supporting weight. It provides a structure which eliminates tensile stresses in spanning an open space. All the forces are resolved into compressive stresses."
61,"Archimedes' Principle (Buoyancy)","http://en.wikipedia.org/wiki/Buoyancy","The upward force on an object produced by the surrounding liquid or gas in which it is fully or partially immersed, due to the pressure difference of the fluid between the top and bottom of the object. The net upward buoyancy force is equal to the magnitude of the weight of fluid displaced by the body. This force enables the object to float or at least to seem lighter."
62,"Archimedes Screw","https://en.wikipedia.org/wiki/Archimedes","A device with a revolving screw-shaped blade inside a cylinder that can be used for pumping liquids and semifluid solids such as coal and grain."
63,"Argon Flash","http://en.wikipedia.org/wiki/Argon_flash","A method for generating very short and extremely bright flashes of light using a shock wave in argon or other suitable noble gas. The device consists of a vessel filled with argon and a solid explosive charge. The explosion generates a shock wave, which heats the gas to very high temperature (over 104 K). The gas then emits a flash of intense visible and ultraviolet radiation. The amount of explosive can control the intensity of the flash."
64,"Artificial Photosynthesis","https://en.wikipedia.org/wiki/Artificial_photosynthesis","A chemical process that replicates the natural process of photosynthesis, a process that converts sunlight, water, and carbon dioxide into carbohydrates and oxygen. The term is commonly used to refer to any scheme for capturing and storing the energy from sunlight in the chemical bonds of a fuel"
65,"Atkinson Cycle","http://en.wikipedia.org/wiki/Atkinson_cycle","A type of internal combustion engine invented by James Atkinson in 1882. The Atkinson cycle is designed to provide efficiency at the expense of power and is beginning to see applications in modern hybrid electric applications."
66,"Atomic Battery","http://en.wikipedia.org/wiki/Atomic_battery","A device which uses the emissions from a radioactive isotope to generate electricity."
67,"Auger Effect","http://en.wikipedia.org/wiki/Auger_effect","When an electron is removed from a core level of an atom, leaving a vacancy, an electron from a higher energy level may fall into the vacancy, resulting in a release of energy. Although sometimes this energy is released in the form of an emitted photon, in the case of the Auger Effect,  the energy is instead transferred to another electron, which is ejected from the atom."
68,"Autofrettage","http://en.wikipedia.org/wiki/Autofrettage","A metal fabrication technique in which a pressure vessel is subjected to enormous pressure causing internal portions of the part to yield and resulting in internal compressive residual stresses. The goal of autofrettage is to increase durability of the final product. The technique is commonly used in manufacturing high-pressure pump cylinders, battleship and tank cannon barrels and fuel injection systems for diesel engines."
69,"Auxetic Materials","http://en.wikipedia.org/wiki/Auxetic","Materials which, when stretched, become thicker perpendicularly to the applied force, i.e. they have a negative Poisson's ratio. Such materials  have interesting mechanical properties such as high energy absorption and fracture resistance. This may be useful in applications such as body armor, packing material, knee and elbow pads, robust shock absorbing material and sponge mops."
70,"Auxetic Structures","http://www.azom.com/details.asp?ArticleID=167","Structures which, when stretched, become thicker perpendicularly to the applied force. That is, they have a negative Poisson's ratio. These can include composites, keyed-brick structures, microporous ploymers, auxetic foams or honeycombs."
71,"Auxetic Voids","http://www.azom.com/details.asp?ArticleID=167","Auxetic Materials or Structures containing holes, pores, cavities or other voids. These voids repsond differently to stretching compared to those conventional materials or structures. For example, pores in a stretched auxetic material, or cells in an auxetic honeycomb will open up in both the lateral and stretching directions."
72,"Avalanche Breakdown","http://en.wikipedia.org/wiki/Avalanche_breakdown","A phenomenon that can occur in both insulating and semiconducting materials (solids, liquids, or gases), allowing very large currents to flow within materials which are otherwise good insulators. Occurs when the electric field in the material is great enough to accelerate free electrons to the point that, when they strike atoms in the material, they can knock other electrons free: the number of free electrons is thus increased rapidly as newly generated particles become part of the process."
73,"Axle","http://en.wikipedia.org/wiki/Axle","A central shaft for a rotating wheel or gear."
74,"Backlash","http://en.wikipedia.org/wiki/Backlash_(engineering)","Clearance between mating components, sometimes described as the amount of lost motion due to clearance or slackness when movement is reversed and contact is re-established."
75,"Balance","http://en.wikipedia.org/wiki/Weighing_scale#Balance","An instrument or method of comparing the weight (and hence, usually the mass) of two objects."
76,"Ball","http://en.wikipedia.org/wiki/Ball","A round, usually spherical but sometimes ovoid, object with various uses."
77,"Ball Bearing","http://en.wikipedia.org/wiki/Ball_bearing","An annular bearing comprising an array of balls held within a track."
78,"Ballistic Pendulum","http://en.wikipedia.org/wiki/Ballistic_pendulum","A device for measuring a bullet's momentum, from which it is possible to calculate the velocity and kinetic energy."
79,"Barkhausen Effect","http://en.wikipedia.org/wiki/Barkhausen_effect","Noise in the magnetic output of a ferromagnet when the magnetising force applied to it is changed. It is caused by rapid changes of size of magnetic domains (similarly magnetically oriented atoms in ferromagnetic materials)."
80,"Barlow's Wheel","http://en.wikipedia.org/wiki/Barlow%27s_Wheel","An early demonstration of a homopolar motor.  An electric current passes through the hub of a round metal disk to a mercury contact on the rim, contained in a small trough through which the rim passes. Brine is sometimes used today in place of mercury. The interaction of the current with the magnetic field of a U-magnet causes the wheel to rotate."
81,"Barnett Effect","http://en.wikipedia.org/wiki/Barnett_Effect","The magnetisation of a ferromagnetic body when spun on its axis. The magnetisation occurs parallel to the axis of spin."
82,"Barus Effect","http://en.wikipedia.org/wiki/Die_swell","A viscoelastic effect. A phenomenon in which the diameter of fluid becomes larger than the diameter of a nozzle at its exit when the fluid is extruded through the nozzle."
83,"Basset Force","http://en.wikipedia.org/wiki/Basset_force","The force due to the lagging boundary layer development with changing relative velocity (acceleration) of bodies moving through a fluid."
84,"Battery (electricity)","http://en.wikipedia.org/wiki/Battery_(electricity)","A combination of two or more electrochemical cells which store chemical energy which can be converted into electrical energy."
85,"Bauschinger Effect","http://en.wikipedia.org/wiki/Bauschinger_effect","A property of materials where the material's stress-strain characteristics change as a result of the microscopic stress distribution of the material. For example, an increase in tensile yield strength at the expense of compressive yield strength. The Bauschinger effect is normally associated with conditions where the yield strength of a metal decreases when the direction of strain is changed. It is a general phenomenon found in most polycrystalline metals."
86,"Beat (acoustics)","http://en.wikipedia.org/wiki/Beat_%28acoustics%29","An interference between two sounds of slightly different frequencies, perceived as periodic variations in volume whose rate is the difference between the two frequencies"
87,"Bernoulli Effect","http://en.wikipedia.org/wiki/Bernoulli_effect","For an inviscid flow, an increase in the speed of the fluid occurs simultaneously with a decrease in pressure or a decrease in the fluid's gravitational potential energy"
88,"Betavoltaics","http://en.wikipedia.org/wiki/Betavoltaics","Generators of electrical current, in effect a form of battery, which use energy from a radioactive source emitting beta particles (electrons). A common source used is the hydrogen isotope, tritium. Unlike most nuclear power sources betavoltaics use a non-thermal conversion process. Betavoltaics are particularly well-suited to low-power electrical applications where long life of the energy source is needed."
89,"Biefeld-Brown Effect","http://en.wikipedia.org/wiki/Biefeld%E2%80%93Brown_effect","An electrical effect that produces an ionic wind that transfers its momentum to surrounding neutral particles"
90,"Bi-Metallic Strip","http://en.wikipedia.org/wiki/Bimetallic_strip","A strip consisting of two different metals joined throughout their length. As the strip is heated or cooled the difference in  thermal expansion of the metals causes the strip to bend."
91,"Binder","http://en.wikipedia.org/wiki/Binder_(material)","An ingredient used to bind together two or more other materials in mixtures. Its two principal properties are adhesion and cohesion."
92,"Bingham Plastic","http://en.wikipedia.org/wiki/Bingham_plastic","A viscoplastic material that behaves as a rigid body at low stresses but flows as a viscous fluid at high stress. A common example is toothpaste, which will not be extruded until a certain pressure is applied to the tube. It then is pushed out as a solid plug."
93,"Bioluminescence","http://en.wikipedia.org/wiki/Bioluminescence","The production and emission of light by a living organism as the result of a chemical reaction"
94,"Biot-Savart Effect","http://en.wikipedia.org/wiki/Biot%E2%80%93Savart_law","The generation of a magnetic field by a steady current i.e. an unchanging continual flow of charges (for example through a wire)."
95,"Birefringence","http://en.wikipedia.org/wiki/Birefringence","Birefringence, or double refraction, is the decomposition of a ray of light into two rays (the ordinary ray and the extraordinary ray) when it passes through certain types of material, such as calcite crystals or boron nitride, depending on the polarisation of the light. This effect can occur only if the structure of the material is anisotropic (directionally dependent)."
96,"Blanching","http://en.wikipedia.org/wiki/Blanching_(coinage)","Blanching is the whitening of metal, by various means, such as soaking in acid or by coating with tin. This term is commonly used in coinage, in which pieces are given a lustre and brilliance before images are struck into the surface."
97,"Blinovitch Limitation Effect","http://en.wikipedia.org/wiki/Blinovitch_Limitation_Effect","A fictional principle of time travel physics (and, as such, not to be taken seriously)"
98,"Block and Tackle","http://en.wikipedia.org/wiki/Block_and_tackle","A system of two or more pulleys with a rope or cable threaded between them, usually used to lift or pull heavy loads."
99,"Boiling","http://en.wikipedia.org/wiki/Boiling","A type of phase transition. The rapid vaporisation of a liquid, which typically occurs when a liquid is heated to its boiling point, the temperature at which the vapour pressure of the liquid is equal to the pressure exerted on the liquid by the surrounding environmental pressure."
100,"Bolometer","http://en.wikipedia.org/wiki/Bolometer","A device for measuring the energy of incident electromagnetic radiation. It consists of an 'absorber' connected to a heat sink (area of constant temperature) through an insulating link. The result is that any radiation absorbed by the absorber raises its temperature above that of the heat sink - the higher the energy absorbed, the higher the temperature will be."
101,"Bong Cooler",,"A bong-shaped device that is able to cool water to temperatures below room temperature (sub-ambient) via evaporative cooling."
102,"Boundary Layer","http://en.wikipedia.org/wiki/Boundary_layer","A boundary layer is that layer of fluid in the immediate vicinity of a bounding surface. The boundary layer effect occurs at the field region in which all changes occur in the flow pattern. The boundary layer distorts surrounding nonviscous flow."
103,"Boundary Layer Suction","http://en.wikipedia.org/wiki/Boundary_layer_suction","A technique in which an air pump is used to extract the boundary layer at the wing or the inlet of an aircraft. Improving the air flow in this way can reduce drag."
104,"Bourdon Spring","http://en.wikipedia.org/wiki/Pressure_measurement#Bourdon","A coiled tube, which, as it expands or contracts due to pressure change, causes a rotation."
105,"Boyle's Law","http://en.wikipedia.org/wiki/Boyle%27s_law","(also known as the the Boyle-Mariotte law). At constant temperature, the absolute pressure and the volume of a gas are inversely proportional. The law can also be stated in a slightly different manner: that the product of absolute pressure and volume is always constant."
106,"Bragg Diffraction","http://en.wikipedia.org/wiki/Diffraction#Bragg_diffraction","Diffraction from a three dimensional periodic structure such as atoms in a crystal. It is similar to what occurs when waves are scattered from a diffraction grating. Bragg diffraction is a consequence of interference between waves reflecting from different crystal planes."
107,"Brayton Cycle","http://en.wikipedia.org/wiki/Bell_Coleman_cycle#Reverse_Brayton_cycle","A thermodynamic cycle that describes the workings of the gas turbine engine, the basis of the jet engine and others"
108,"Brazil Nut Effect","http://en.wikipedia.org/wiki/Brazil_nut_effect","A phenomenon in which the largest particles end up on the surface when a granular material containing a mixture of objects of different sizes is shaken. Also known as the muesli effect."
109,"Brazing","http://en.wikipedia.org/wiki/Brazing","A joining process whereby a filler metal or alloy is melted by heat and distributed between two or more close-fitting parts by capillary action. The molten filler metal and flux interacts with a thin layer of the base metal, cooling to form a strong, sealed joint. By definition the melting temperature of the braze alloy is lower (sometimes substantially) than the melting temperature of the materials being joined."
110,"Brewster's Angle","http://en.wikipedia.org/wiki/Brewster%27s_angle","Brewster's angle (also known as the polarisation angle) is an angle of incidence at which light with a particular polarisation is perfectly transmitted through a transparent dielectric surface, with no reflection. When unpolarised light is incident at this angle, the light that is reflected from the surface is therefore perfectly polarised."
111,"Bridgman Effect","https://en.wikipedia.org/wiki/Bridgman_effect","(or internal Peltier effect) A phenomenon that occurs when an electric current passes through an anisotropic crystal - there is an absorption or liberation of heat because of the non-uniformity in current distribution"
112,"Brillouin Scattering","http://en.wikipedia.org/wiki/Brillouin_scattering","Occurs when light in a medium (such as air, water or a crystal) interacts with time dependent optical density variations and changes its energy (frequency) and path."
113,"Brinell Scale","http://en.wikipedia.org/wiki/Brinell_scale","The Brinell scale characterises the indentation hardness of materials through the scale of penetration of an indenter, loaded on a material test-piece"
114,"Brinelling","http://en.wikipedia.org/wiki/Brinelling","Surface fatigue caused by repeated impact or overloading."
115,"Brownian Motion","http://en.wikipedia.org/wiki/Brownian_motion","The random movement of particles suspended in a liquid or gas"
116,"Brownian Motor","http://en.wikipedia.org/wiki/Brownian_motor","A nano-scale or molecular device by which thermally activated processes (chemical reactions) are controlled and used to generate directed motion in space and to do mechanical or electrical work. Because this type of motor is so strongly dependent on random thermal noise, Brownian motors are feasible only at the nanometer scale."
117,"Brush","http://en.wikipedia.org/wiki/Brush","A device with bristles, wire or other filaments, used for cleaning, grooming hair, applying liquids such as paint, sealing gaps between moving surfaces, deburring and other kinds of surface finishing, and for many other purposes."
118,"Bubble","http://en.wikipedia.org/wiki/Liquid_bubble","A globule of one substance in another, usually gas in a liquid. Due to the Marangoni effect, bubbles may remain intact when they reach the surface of the immersive substance."
119,"Bubble Viscometer","http://en.wikipedia.org/wiki/Falling_Ball_Viscometer#Bubble_viscometer","Used to quickly determine kinematic viscosity of known liquids such as resins and varnishes. The time required for an air bubble to rise is inversely proportional to the visosity of the liquid, so the faster the bubble rises, the lower the viscosity."
120,"Buckypaper","http://en.wikipedia.org/wiki/Buckypaper","A thin sheet made from an aggregate of carbon nanotubes. The nanotubes are approximately 50,000 times thinner than a human hair. Originally, it was fabricated as a way to handle carbon nanotubes, but it is also being studied and developed into applications by several research groups, showing promise as an armor in vehicle armor and personal armor and next-generation electronics and displays."
121,"Calorimetry","http://en.wikipedia.org/wiki/Calorimetry","The science of measuring the heat of chemical reactions or physical changes. Calorimetry usually involves the use of a calorimeter"
122,"Cam","http://en.wikipedia.org/wiki/Cam","A projecting part of a rotating wheel or shaft that strikes a lever at one or more points on its circular path. The cam can be a simple tooth, as is used to deliver pulses of power to a steam hammer, for example, or an eccentric disc or other shape that produces a smooth reciprocating (back and forth) motion. A device that translates movement from circular to reciprocating (or sometimes oscillating)"
123,"Capacitance","http://en.wikipedia.org/wiki/Capacitance","The property of a device or material medium to store an electric charge as a result of an electric potential. The most common form of charge storage device is a two-plate capacitor."
124,"Capillary Action","http://en.wikipedia.org/wiki/Capillary_action","(capillarity, capillary motion, wicking) The movement of a liquid relative to a substance in contact. A result of the adhesive intermolecular forces between the liquid and the substance being stronger (or weaker)  than the cohesive intermolecular forces inside the liquid. Causes a concave (or concave) meniscus to form where the liquid touches the surface. Can cause raising or lowering (e.g. mercury in glass) of the liquid."
